movement_id,origin_district,type,species,number,weekly_volume,destination_code,destination_name,destination_x,destination_y,destination_district,destination_subdistrict,point_x_subdistrict_destination,point_y_subdistrict_destination,object_id_subdistrict_destination,in_km_distance_origin_district_destination,destination_in_cluster,destination_cluster_name,cy_id
M-JKP-005-7-01-IN,BOGOR,LBM,BR,1500,10500,M-JKP-015,KOWI JAYA,106.858617,-6.180667,JAKARTA PUSAT,JOHAR BARU,106.8545403,-6.182123793,1881,40.25726083,No,,M-JKP-005-7
M-JKP-005-7-02-IN,TANGERANG,LBM,BR,200,1400,M-JKP-015,KOWI JAYA,106.858617,-6.180667,JAKARTA PUSAT,JOHAR BARU,106.8545403,-6.182123793,1881,38.24324936,No,,M-JKP-005-7
M-JKP-005-7-03-IN,SUKABUMI,LBM,BR,300,2100,M-JKP-015,KOWI JAYA,106.858617,-6.180667,JAKARTA PUSAT,JOHAR BARU,106.8545403,-6.182123793,1881,99.21283362,No,,M-JKP-005-7
M-JKP-005-8-01-IN,TANGGAMUS,FA,BR,1000,7000,M-JKP-016,POLA (ID LAMA: ALIONG),106.8578,-6.1756,JAKARTA PUSAT,JOHAR BARU,106.8545403,-6.182123793,1881,257.7573644,No,,M-JKP-005-8
M-JKP-005-8-02-IN,SERANG,FA,BR,500,3500,M-JKP-016,POLA (ID LAMA: ALIONG),106.8578,-6.1756,JAKARTA PUSAT,JOHAR BARU,106.8545403,-6.182123793,1881,89.15516502,No,,M-JKP-005-8
M-JKP-005-8-03-IN,SUBANG,FA,LA,1000,7000,M-JKP-016,POLA (ID LAMA: ALIONG),106.8578,-6.1756,JAKARTA PUSAT,JOHAR BARU,106.8545403,-6.182123793,1881,103.0894911,No,,M-JKP-005-8
M-JKP-005-8-04-IN,LAMPUNG SELATAN,FA,LA,1500,10500,M-JKP-016,POLA (ID LAMA: ALIONG),106.8578,-6.1756,JAKARTA PUSAT,JOHAR BARU,106.8545403,-6.182123793,1881,167.8956598,No,,M-JKP-005-8
M-JKP-005-9-01-IN,BANYUMAS,FA,LA,500,1000,M-JKP-017,FREDDY,106.8577,-6.1758,JAKARTA PUSAT,JOHAR BARU,106.8545403,-6.182123793,1881,294.2491079,No,,M-JKP-005-9
M-JKP-005-9-02-IN,SEMARANG,FA,LA,500,500,M-JKP-017,FREDDY,106.8577,-6.1758,JAKARTA PUSAT,JOHAR BARU,106.8545403,-6.182123793,1881,422.01569,No,,M-JKP-005-9
M-JKP-005-9-03-IN,KOTA PALEMBANG,FA,LA,500,500,M-JKP-017,FREDDY,106.8577,-6.1758,JAKARTA PUSAT,JOHAR BARU,106.8545403,-6.182123793,1881,424.9730377,No,,M-JKP-005-9
M-JKP-020-1-01-IN,SUKABUMI,Br,BR,1500,10500,M-JKP-020,UNGGAS JAYA MAKMUR,106.8513,-6.165917,JAKARTA PUSAT,KEMAYORAN,106.8558983,-6.16282189,1883,100.7007006,No,,M-JKP-020-1
M-JKP-020-1-02-IN,BOGOR,Br,BR,1000,7000,M-JKP-020,UNGGAS JAYA MAKMUR,106.8513,-6.165917,JAKARTA PUSAT,KEMAYORAN,106.8558983,-6.16282189,1883,41.53308432,No,,M-JKP-020-1
M-JKP-040-1-01-IN,SUKABUMI,Br,BR,3000,6000,M-JKP-040,UD. Dwi Tunggal Jaya,106.870367,-6.15975,JAKARTA PUSAT,KEMAYORAN,106.8558983,-6.16282189,1883,101.7271325,No,,M-JKP-040-1
M-JKP-040-1-02-IN,SUBANG,Br,BR,3000,3000,M-JKP-040,UD. Dwi Tunggal Jaya,106.870367,-6.15975,JAKARTA PUSAT,KEMAYORAN,106.8558983,-6.16282189,1883,102.7984294,No,,M-JKP-040-1
M-JKP-040-1-03-IN,BANYUMAS,Br,BR,3000,3000,M-JKP-040,UD. Dwi Tunggal Jaya,106.870367,-6.15975,JAKARTA PUSAT,KEMAYORAN,106.8558983,-6.16282189,1883,294.365721,No,,M-JKP-040-1
M-JKP-040-1-04-IN,BOGOR,Br,BR,3000,9000,M-JKP-040,UD. Dwi Tunggal Jaya,106.870367,-6.15975,JAKARTA PUSAT,KEMAYORAN,106.8558983,-6.16282189,1883,42.85396013,No,,M-JKP-040-1
M-JKP-041-1-01-IN,TASIKMALAYA,FA,BR,2000,14000,M-JKP-041,Asa Broiler,106.863233,-6.167567,JAKARTA PUSAT,KEMAYORAN,106.8558983,-6.16282189,1883,203.8097128,No,,M-JKP-041-1
M-JKP-041-1-02-IN,BANDUNG,FA,BR,2000,14000,M-JKP-041,Asa Broiler,106.863233,-6.167567,JAKARTA PUSAT,KEMAYORAN,106.8558983,-6.16282189,1883,131.8182827,No,,M-JKP-041-1
M-JKP-043-1-01-IN,TANGERANG,FA,BR,4000,16000,M-JKP-043,APUK,106.841467,-6.173183,JAKARTA PUSAT,SENEN,106.8458614,-6.184268513,1880,36.13869411,No,,M-JKP-043-1
M-JKP-043-1-02-IN,SUKABUMI,FA,BR,4000,8000,M-JKP-043,APUK,106.841467,-6.173183,JAKARTA PUSAT,SENEN,106.8458614,-6.184268513,1880,99.74503793,No,,M-JKP-043-1
M-JKP-043-1-03-IN,CIANJUR,FA,BR,4000,4000,M-JKP-043,APUK,106.841467,-6.173183,JAKARTA PUSAT,SENEN,106.8458614,-6.184268513,1880,110.7033208,No,,M-JKP-043-1
M-JKP-043-2-01-IN,BOGOR,LC,BR,600,1399.9998,M-JKP-044,Bapak Asiko,106.842667,-6.1731,JAKARTA PUSAT,SENEN,106.8458614,-6.184268513,1880,40.45394882,No,,M-JKP-043-2
M-JKP-043-2-02-IN,SUKABUMI,LC,BR,600,1399.9998,M-JKP-044,Bapak Asiko,106.842667,-6.1731,JAKARTA PUSAT,SENEN,106.8458614,-6.184268513,1880,99.74503793,No,,M-JKP-043-2
M-JKP-043-2-03-IN,TANGERANG,LC,BR,600,1399.9998,M-JKP-044,Bapak Asiko,106.842667,-6.1731,JAKARTA PUSAT,SENEN,106.8458614,-6.184268513,1880,36.13869411,No,,M-JKP-043-2
M-JKP-043-3-01-IN,BOGOR,FA,BR,60,60,M-JKP-045,Ronald,106.838567,-6.170367,JAKARTA PUSAT,SENEN,106.8458614,-6.184268513,1880,40.45394882,No,,M-JKP-043-3
M-JKP-046-1-01-IN,TANGERANG,Br,BR,700,4200,M-JKP-046,Kisin,106.84165,-6.17295,JAKARTA PUSAT,SENEN,106.8458614,-6.184268513,1880,36.15930526,No,,M-JKP-046-1
M-JKP-046-1-02-IN,BEKASI,FA,BR,350,350,M-JKP-046,Kisin,106.84165,-6.17295,JAKARTA PUSAT,SENEN,106.8458614,-6.184268513,1880,31.57267872,No,,M-JKP-046-1
M-JKP-046-1-03-IN,KARAWANG,FA,BR,350,350,M-JKP-046,Kisin,106.84165,-6.17295,JAKARTA PUSAT,SENEN,106.8458614,-6.184268513,1880,57.99357056,No,,M-JKP-046-1
M-JKP-047-1-01-IN,SUKABUMI,FA,BR,1000,7000,M-JKP-047,SUBUR,106.86055,-6.181183,JAKARTA PUSAT,CEMPAKA PUTIH,106.8680462,-6.180883411,1882,99.22677103,No,,M-JKP-047-1
M-JKP-047-1-02-IN,SERANG,FA,BR,1000,7000,M-JKP-047,SUBUR,106.86055,-6.181183,JAKARTA PUSAT,CEMPAKA PUTIH,106.8680462,-6.180883411,1882,89.19392696,No,,M-JKP-047-1
M-JKP-047-1-03-IN,SUBANG,FA,BR,1000,4000,M-JKP-047,SUBUR,106.86055,-6.181183,JAKARTA PUSAT,CEMPAKA PUTIH,106.8680462,-6.180883411,1882,103.054723,No,,M-JKP-047-1
M-JKP-047-1-04-IN,CIANJUR,FA,BR,1000,3000,M-JKP-047,SUBUR,106.86055,-6.181183,JAKARTA PUSAT,CEMPAKA PUTIH,106.8680462,-6.180883411,1882,109.2047522,No,,M-JKP-047-1
M-JKS-003-1-01-IN,TANGERANG,Br,BR,500,500,M-JKS-003,Amenah,106.777483,-6.239917,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.85273779,No,,M-JKS-003-1
M-JKS-007-1-01-IN,BOGOR,Br,BR,700,700,M-JKS-007,Berkah Bersama,106.833517,-6.331217,JAKARTA SELATAN,JAGAKARSA,106.8222637,-6.33404605,1858,23.95151328,No,,M-JKS-007-1
M-JKS-010-1-01-IN,BOGOR,FA,BR,300,300,M-JKS-010,Pak Sadiran,106.829283,-6.336867,JAKARTA SELATAN,JAGAKARSA,106.8222637,-6.33404605,1858,23.18981179,No,,M-JKS-010-1
M-JKS-010-2-01-IN,BOGOR,FA,BR,200,1400,M-JKS-011,SURATNO,106.82905,-6.336883,JAKARTA SELATAN,JAGAKARSA,106.8222637,-6.33404605,1858,23.18981179,No,,M-JKS-010-2
M-JKS-010-3-01-IN,BOGOR,FA,BR,600,4200,M-JKS-013,HARJONO,106.829367,-6.336717,JAKARTA SELATAN,JAGAKARSA,106.8222637,-6.33404605,1858,23.18981179,No,,M-JKS-010-3
M-JKS-014-1-01-IN,SUKABUMI,FA,BR,300,1200,M-JKS-014,SUYADI,106.8378,-6.316283,JAKARTA SELATAN,JAGAKARSA,106.8222637,-6.33404605,1858,84.23990228,No,,M-JKS-014-1
M-JKS-014-1-02-IN,TANGERANG,FA,BR,300,900,M-JKS-014,SUYADI,106.8378,-6.316283,JAKARTA SELATAN,JAGAKARSA,106.8222637,-6.33404605,1858,38.95739804,No,,M-JKS-014-1
M-JKS-015-3-01-IN,JAKARTA TIMUR,CY,BR,150,150,M-JKS-017,Sukoyo,106.862833,-6.216967,JAKARTA SELATAN,TEBET,106.8507115,-6.228812306,1866,5.948890417,No,,M-JKS-015-3
M-JKS-015-4-01-IN,JAKARTA TIMUR,CY,LA,60,240,M-JKS-018,Sumarsih,106.86285,-6.216967,JAKARTA SELATAN,TEBET,106.8507115,-6.228812306,1866,5.948890417,No,,M-JKS-015-4
M-JKS-015-4-02-IN,JAKARTA PUSAT,CY,LA,60,180,M-JKS-018,Sumarsih,106.86285,-6.216967,JAKARTA SELATAN,TEBET,106.8507115,-6.228812306,1866,4.990700054,No,,M-JKS-015-4
M-JKS-015-5-01-IN,JAKARTA TIMUR,CY,BR,400,2800,M-JKS-019,SUNARDI,106.862933,-6.216933,JAKARTA SELATAN,TEBET,106.8507115,-6.228812306,1866,5.948890417,No,,M-JKS-015-5
M-JKS-015-6-01-IN,JAKARTA TIMUR,CY,BR,200,1400,M-JKS-020,JUWANTO,106.862017,-6.2176,JAKARTA SELATAN,TEBET,106.8507115,-6.228812306,1866,5.948890417,No,,M-JKS-015-6
M-JKS-023-1-01-IN,JAKARTA SELATAN,CY,BR,4000,4000,M-JKS-023,MUKLIS,106.838317,-6.2905,JAKARTA SELATAN,PASAR MINGGU,106.8293094,-6.290661918,1859,3.728482488,No,,M-JKS-023-1
M-JKS-024-1-01-IN,KOTA SERANG,Br,BR,4000,20000,M-JKS-024,AJI SARTONO,106.840983,-6.28525,JAKARTA SELATAN,PASAR MINGGU,106.8293094,-6.290661918,1859,77.57144849,No,,M-JKS-024-1
M-JKS-024-1-02-IN,BOGOR,Br,BR,4000,4000,M-JKS-024,AJI SARTONO,106.840983,-6.28525,JAKARTA SELATAN,PASAR MINGGU,106.8293094,-6.290661918,1859,28.87424091,No,,M-JKS-024-1
M-JKS-024-1-03-IN,KARAWANG,Br,BR,4000,4000,M-JKS-024,AJI SARTONO,106.840983,-6.28525,JAKARTA SELATAN,PASAR MINGGU,106.8293094,-6.290661918,1859,57.53831354,No,,M-JKS-024-1
M-JKS-045-1-01-IN,SERANG,Br,BR,200,100,M-JKS-045,Pak Daryono,106.791083,-6.25865,JAKARTA SELATAN,KEBAYORAN BARU,106.801412,-6.244751109,1863,82.33046734,No,,M-JKS-045-1
M-JKS-045-1-02-IN,BOGOR,Br,BR,200,100,M-JKS-045,Pak Daryono,106.791083,-6.25865,JAKARTA SELATAN,KEBAYORAN BARU,106.801412,-6.244751109,1863,30.03629219,No,,M-JKS-045-1
M-JKS-047-1-01-IN,BOGOR,Br,BR,400,2800,M-JKS-047,ARIF,106.791133,-6.258483,JAKARTA SELATAN,KEBAYORAN BARU,106.801412,-6.244751109,1863,30.03558741,No,,M-JKS-047-1
M-JKS-047-2-01-IN,TANGERANG,Br,BR,800,800,M-JKS-042,Usaha Daging Bintang Barokah,106.7911,-6.258533,JAKARTA SELATAN,KEBAYORAN BARU,106.801412,-6.244751109,1863,31.86083538,No,,M-JKS-047-2
M-JKS-047-3-01-IN,BOGOR,Br,BR,300,2100,M-JKS-043,KUBIL,106.79105,-6.25865,JAKARTA SELATAN,KEBAYORAN BARU,106.801412,-6.244751109,1863,30.03558741,No,,M-JKS-047-3
M-JKS-047-4-01-IN,BOGOR,Br,BR,500,500,M-JKS-046,Ibu Esti,106.791117,-6.258567,JAKARTA SELATAN,KEBAYORAN BARU,106.801412,-6.244751109,1863,30.03558741,No,,M-JKS-047-4
M-JKS-049-1-01-IN,SUBANG,FA,BR,800,3200,M-JKS-049,H.Parno,106.781483,-6.238217,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,109.7851648,No,,M-JKS-049-1
M-JKS-049-1-02-IN,BOGOR,FA,BR,800,800,M-JKS-049,H.Parno,106.781483,-6.238217,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,32.06083593,No,,M-JKS-049-1
M-JKS-049-1-03-IN,SUKABUMI,FA,BR,800,800,M-JKS-049,H.Parno,106.781483,-6.238217,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,91.87535663,No,,M-JKS-049-1
M-JKS-049-1-04-IN,CIANJUR,FA,BR,800,800,M-JKS-049,H.Parno,106.781483,-6.238217,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,106.4678813,No,,M-JKS-049-1
M-JKS-050-2-01-IN,SUKABUMI,Br,BR,1100,3300,M-JKS-052,Kiki Sulaeman,106.782283,-6.236283,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,92.09394651,No,,M-JKS-050-2
M-JKS-050-2-02-IN,SUKABUMI,Br,BR,1100,2200,M-JKS-052,Kiki Sulaeman,106.782283,-6.236283,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,92.09394651,No,,M-JKS-050-2
M-JKS-050-2-03-IN,BOGOR,Br,BR,1100,1100,M-JKS-052,Kiki Sulaeman,106.782283,-6.236283,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,32.28290689,No,,M-JKS-050-2
M-JKS-051-1-01-IN,BOGOR,FA,BR,2000,6000,M-JKS-051,Maman,106.781617,-6.237333,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,32.15854615,No,,M-JKS-051-1
M-JKS-051-1-02-IN,TANGERANG,FA,BR,2000,6000,M-JKS-051,Maman,106.781617,-6.237333,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,30.23638668,No,,M-JKS-051-1
M-JKS-051-1-03-IN,SUKABUMI,FA,BR,2000,2000,M-JKS-051,Maman,106.781617,-6.237333,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,91.97287648,No,,M-JKS-051-1
M-JKS-054-1-01-IN,MAGELANG,Br,BR,1000,3500,M-JKS-054,SISWOYO,106.778167,-6.241133,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,412.1384534,No,,M-JKS-054-1
M-JKS-054-1-02-IN,TANGERANG,Br,BR,1000,3500,M-JKS-054,SISWOYO,106.778167,-6.241133,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.95918602,No,,M-JKS-054-1
M-JKS-054-1-03-IN,TANGERANG,Br,LA,1300,4550,M-JKS-054,SISWOYO,106.778167,-6.241133,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.95918602,No,,M-JKS-054-1
M-JKS-054-1-04-IN,MAGELANG,Br,LA,1300,4550,M-JKS-054,SISWOYO,106.778167,-6.241133,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,412.1384534,No,,M-JKS-054-1
M-JKS-055-1-01-IN,TANGERANG,Br,BR,1200,8400,M-JKS-055,SUKARJO,106.778183,-6.24105,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.9587728,No,,M-JKS-055-1
M-JKS-056-1-01-IN,KOTA PALEMBANG,Br,LA,1000,7000,M-JKS-056,H.SUWANDI,106.778183,-6.241133,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,425.4170767,No,,M-JKS-056-1
M-JKS-057-2-01-IN,KOTA PALEMBANG,Br,LA,1000,7000,M-JKS-058,SUBROTO,106.778133,-6.241183,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,425.4140866,No,,M-JKS-057-2
M-JKS-057-3-01-IN,TANGERANG,Br,BR,500,500,M-JKS-059,H. Adnan,106.777617,-6.240117,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.92064898,No,,M-JKS-057-3
M-JKS-057-4-01-IN,TANGERANG,Br,BR,800,5600,M-JKS-060,H. Nasyadi,106.777783,-6.2403,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.92064898,No,,M-JKS-057-4
M-JKS-057-6-01-IN,TANGERANG,Br,BR,500,3500,M-JKS-062,KUSWANTO,106.77775,-6.241383,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.92064898,No,,M-JKS-057-6
M-JKS-063-1-01-IN,TANGERANG,Br,BR,500,3500,M-JKS-063,HARTOYO,106.777967,-6.241167,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.93836515,No,,M-JKS-063-1
M-JKS-064-1-01-IN,BOGOR,Br,BR,500,500,M-JKS-064,Darjak,106.777817,-6.240533,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,31.75345999,No,,M-JKS-064-1
M-JKS-064-1-02-IN,SUKABUMI,Br,BR,500,500,M-JKS-064,Darjak,106.777817,-6.240533,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,91.58696967,No,,M-JKS-064-1
M-JKS-065-1-01-IN,SERANG,Br,BR,1500,499.99995,M-JKS-065,H. Sarto,106.777917,-6.240717,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,80.59207973,No,,M-JKS-065-1
M-JKS-065-1-02-IN,BOGOR,Br,BR,1500,499.99995,M-JKS-065,H. Sarto,106.777917,-6.240717,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,31.73425553,No,,M-JKS-065-1
M-JKS-065-1-03-IN,TANGERANG,Br,BR,1500,499.99995,M-JKS-065,H. Sarto,106.777917,-6.240717,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.92863181,No,,M-JKS-065-1
M-JKS-065-1-04-IN,BOGOR,Br,LA,800,800,M-JKS-065,H. Sarto,106.777917,-6.240717,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,31.73425553,No,,M-JKS-065-1
M-JKS-065-2-01-IN,TANGERANG,Br,BR,500,1500,M-JKS-066,H.KASDULLAH,106.777983,-6.240733,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.92863181,No,,M-JKS-065-2
M-JKS-065-2-02-IN,BOGOR,Br,BR,500,2000,M-JKS-066,H.KASDULLAH,106.777983,-6.240733,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,31.73425553,No,,M-JKS-065-2
M-JKS-068-1-01-IN,TANGERANG,Br,BR,800,4000,M-JKS-068,SUJAI,106.778017,-6.24085,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.93535188,No,,M-JKS-068-1
M-JKS-068-1-02-IN,BOGOR,Br,BR,800,1600,M-JKS-068,SUJAI,106.778017,-6.24085,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,31.72210926,No,,M-JKS-068-1
M-JKS-069-1-01-IN,BOGOR,Br,LA,500,3500,M-JKS-069,Rais Saputro,106.777817,-6.240317,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,31.77693938,No,,M-JKS-069-1
M-JKS-071-1-1-01-IN,TANGERANG,Br,BR,500,500,M-JKS-071,Mat Kafani,106.777567,-6.241567,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.90568019,No,,M-JKS-071-1
M-JKS-071-2-1-01-IN,TANGERANG,Br,BR,500,3500,M-JKS-072,Bapak Masudi,106.777733,-6.240333,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.89088268,No,,M-JKS-071-2
M-JKS-071-2-1-02-IN,BOGOR,Br,BR,500,3500,M-JKS-072,Bapak Masudi,106.777733,-6.240333,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,31.77390471,No,,M-JKS-071-2
M-JKS-071-3-1-01-IN,CIANJUR,Br,BR,800,2800,M-JKS-073,H. Saroji,106.7777,-6.240167,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,106.4408833,No,,M-JKS-071-3
M-JKS-071-3-1-02-IN,KOTA PALEMBANG,Br,BR,800,2800,M-JKS-073,H. Saroji,106.7777,-6.240167,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,425.2988737,No,,M-JKS-071-3
M-JKS-071-3-1-03-IN,BOGOR,Br,LA,500,3500,M-JKS-073,H. Saroji,106.7777,-6.240167,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,31.79147629,No,,M-JKS-071-3
M-JKS-071-4-1-01-IN,BOGOR,Br,BR,900,6300,M-JKS-074,Bapak H. Ngatmolan,106.777917,-6.240783,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,31.72784887,No,,M-JKS-071-4
M-JKS-071-6-1-01-IN,TANGERANG,Br,BR,500,500,M-JKS-076,Pak Wisnu,106.777567,-6.240117,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,29.86705791,No,,M-JKS-071-6
M-JKS-077-1-1-01-IN,TANGERANG,FA,BR,1000,5000,M-JKS-077,SUPRIADI,106.793267,-6.21215,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,31.02127707,No,,M-JKS-077-1
M-JKS-077-1-1-02-IN,SERANG,FA,BR,1000,2000,M-JKS-077,SUPRIADI,106.793267,-6.21215,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,81.92832757,No,,M-JKS-077-1
M-JKS-077-2-1-01-IN,BOGOR,FA,BR,700,3500,M-JKS-078,WARIYONO,106.793517,-6.212683,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,35.02909273,No,,M-JKS-077-2
M-JKS-077-2-1-02-IN,KOTA SERANG,FA,BR,700,1400,M-JKS-078,WARIYONO,106.793517,-6.212683,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,70.88597699,No,,M-JKS-077-2
M-JKS-077-3-1-01-IN,BOGOR,Br,BR,2000,10000,M-JKS-079,AYUNISA,106.793433,-6.2124,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,35.05803893,No,,M-JKS-077-3
M-JKS-077-3-1-02-IN,SUKABUMI,Br,BR,2000,4000,M-JKS-079,AYUNISA,106.793433,-6.2124,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,94.81293108,No,,M-JKS-077-3
M-JKS-077-5-1-01-IN,BOGOR,FA,BR,350,2450,M-JKS-081,Ibu Suti,106.793483,-6.212483,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,35.05000847,No,,M-JKS-077-5
M-JKS-077-5-1-02-IN,BOGOR,FA,BR,350,2450,M-JKS-081,Ibu Suti,106.793483,-6.212483,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,35.05000847,No,,M-JKS-077-5
M-JKS-077-5-1-03-IN,SERANG,FA,BR,300,2100,M-JKS-081,Ibu Suti,106.793483,-6.212483,JAKARTA SELATAN,KEBAYORAN LAMA,106.7799398,-6.249171276,1862,81.95597765,No,,M-JKS-077-5
M-JKS-084-1-01-IN,BOGOR,FA,BR,500,1500,M-JKS-084,Yono,106.801833,-6.3323,JAKARTA SELATAN,JAGAKARSA,106.8222637,-6.33404605,1858,22.52113543,No,,M-JKS-084-1
M-JKS-084-1-02-IN,KOTA DEPOK,FA,BR,500,2000,M-JKS-084,Yono,106.801833,-6.3323,JAKARTA SELATAN,JAGAKARSA,106.8222637,-6.33404605,1858,7.171270742,No,,M-JKS-084-1
M-JKS-085-1-01-IN,BOGOR,FA,BR,700,700,M-JKS-085,Harapan Maju,106.808433,-6.324933,JAKARTA SELATAN,JAGAKARSA,106.8222637,-6.33404605,1858,23.51793204,No,,M-JKS-085-1
M-JKS-085-2-01-IN,BANYUMAS,Br,BR,8600,8600,M-JKS-090,MUKLIS NURJAYA,106.83815,-6.290333,JAKARTA SELATAN,PASAR MINGGU,106.8293094,-6.290661918,1859,292.4234447,No,,M-JKS-085-2
M-JKS-085-4-01-IN,JAKARTA SELATAN,CY,BR,105,105,M-JKS-092,SULTONI,106.841,-6.28525,JAKARTA SELATAN,PASAR MINGGU,106.8293094,-6.290661918,1859,5.728497199,No,,M-JKS-085-4
M-JKS-085-5-01-IN,JAKARTA SELATAN,CY,BR,100,100,M-JKS-093,TOBARI,106.840917,-6.285,JAKARTA SELATAN,PASAR MINGGU,106.8293094,-6.290661918,1859,5.728497199,No,,M-JKS-085-5
M-JKS-086-1-01-IN,BOGOR,FA,BR,600,600,M-JKS-086,Suwito,106.829083,-6.3371,JAKARTA SELATAN,JAGAKARSA,106.8222637,-6.33404605,1858,23.15717062,No,,M-JKS-086-1
M-JKS-086-1-02-IN,BOGOR,Br,BR,150,150,M-JKS-086,Suwito,106.829083,-6.3371,JAKARTA SELATAN,JAGAKARSA,106.8222637,-6.33404605,1858,23.15717062,No,,M-JKS-086-1
M-JKS-095-1-01-IN,TANGERANG,FA,BR,800,5600,M-JKS-095,PURMIYANTO,106.754283,-6.22855,JAKARTA SELATAN,PESANGGRAHAN,106.758618,-6.249919791,1861,27.03921626,No,,M-JKS-095-1
M-JKS-097-1-01-IN,BEKASI,FA,BR,380,380,M-JKS-097,Sunaryo,106.82325,-6.254283,JAKARTA SELATAN,MAMPANG PRAPATAN,106.8209534,-6.252268459,1864,33.56841666,No,,M-JKS-097-1
M-JKS-097-1-02-IN,JAKARTA BARAT,CY,BR,20,20,M-JKS-097,Sunaryo,106.82325,-6.254283,JAKARTA SELATAN,MAMPANG PRAPATAN,106.8209534,-6.252268459,1864,12.83078228,No,,M-JKS-097-1
M-JKS-097-2-01-IN,JAKARTA TIMUR,CY,BR,700,700,M-JKS-098,Ibu Iyem/Suef,106.818583,-6.236967,JAKARTA SELATAN,MAMPANG PRAPATAN,106.8209534,-6.252268459,1864,8.622862997,No,,M-JKS-097-2
M-JKS-097-4-01-IN,JAKARTA TIMUR,CY,BR,50,50,M-JKS-100,Semo,106.862617,-6.217117,JAKARTA SELATAN,TEBET,106.8507115,-6.228812306,1866,8.622862997,No,,M-JKS-097-4
